d,b,r,c,k,m,m_metrics,initial_model_type,initial_g,initial_k,actions_sequence,state_trajectory,total_steps,total_reward,final_model_type,final_g,final_k,decision,terminal_subtype,decision_full
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.162, 0.913, 0.857, 0.781]",M3,"['0.000', '0.000', '0.998', '0.002']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M2[hig0.99|k=start] -> M3[hig1.00|k=start] -> M3[min0.25|k=final],4,-44.0,M3,"['0.001', '0.001', '0.996', '0.003']",start,Reject,M3_c,Reject_M3_c
structured,verification,high-risk,non_compliant,start,insufficient,"[0.169, 0.922, 0.906, 0.886]",M3,"['0.008', '0.017', '0.947', '0.029']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.95|k=start] -> M2[hig0.87|k=start] -> M1[hig0.77|k=start] -> M1[hig0.77|k=start] -> M2[hig0.97|k=evidence] -> M2[min0.25|k=final],5,-19.78,M2,"['0.002', '0.028', '0.970', '0.000']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.102, 0.77, 0.751, 0.979]",M3,"['0.020', '0.056', '0.876', '0.048']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.88|k=start] -> M3[hig0.88|k=start] -> M2[hig0.83|k=start] -> M2[hig0.83|k=start] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],5,-84.9,M3,"['0.000', '0.000', '0.999', '0.000']",evidence,Reject,M3_c,Reject_M3_c
image,none,false,non_compliant,start,insufficient,"[0.185, 0.799, 0.792, 0.848]",M3,"['0.085', '0.115', '0.569', '0.231']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.57|k=start] -> M3[hig0.57|k=start] -> M3[hig0.57|k=start] -> M3[hig0.57|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-89.89,M2,"['0.000', '0.003', '0.996', '0.001']",evidence,Reject,M2_b,Reject_M2_b
image,remote_id,high-risk,adequacy,start,suboptimal,"[0.078, 0.889, 0.838, 0.92]",M2,"['0.004', '0.010', '0.983', '0.003']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.002', '0.006', '0.990', '0.002']",start,Reject,M3_d,Reject_M3_d
image,remote_id,high-risk,EU_only,start,insufficient,"[0.091, 0.913, 0.787, 0.791]",M2,"['0.004', '0.006', '0.973', '0.016']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M2[hig0.97|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[lim0.52|k=evidence] -> M2[hig0.83|k=evidence] -> M2[lim0.90|k=proposed] -> M2[min0.25|k=final],7,-38.72,M2,"['0.002', '0.899', '0.098', '0.000']",proposed,Reject,M2_c,Reject_M2_c
video,none,false,adequacy,start,insufficient,"[0.155, 0.937, 0.866, 0.95]",M2,"['0.148', '0.181', '0.402', '0.269']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.40|k=start] -> M3[hig0.58|k=start] -> M2[hig0.49|k=start] -> M3[hig0.63|k=start] -> M4[ban0.97|k=evidence] -> M4[min0.25|k=final],5,45.24,M4,"['0.001', '0.001', '0.032', '0.965']",evidence,Reject,M4_d,Reject_M4_d
multimodal,verification,high-risk,inadequate_SCC,start,suboptimal,"[0.023, 0.867, 0.955, 0.939]",M3,"['0.006', '0.037', '0.953', '0.004']",start,a_mitig -> a_mitig -> a_mitig -> a_accept,M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M2[hig0.93|k=start] -> M2[min0.25|k=final],4,-54.0,M2,"['0.010', '0.051', '0.933', '0.006']",start,Accept,M2_d,Accept_M2_d
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.081, 0.952, 0.75, 0.739]",M3,"['0.020', '0.056', '0.876', '0.048']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.88|k=start] -> M2[hig0.83|k=start] -> M3[hig0.89|k=start] -> M2[hig0.84|k=start] -> M4[ban1.00|k=evidence] -> M4[min0.25|k=final],5,60.11,M4,"['0.000', '0.000', '0.003', '0.997']",evidence,Reject,M4_d,Reject_M4_d
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.123, 0.818, 0.796, 0.711]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M3[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.004', '0.004', '0.977', '0.015']",start,Reject,M2_c,Reject_M2_c
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.127, 0.788, 0.93, 0.907]",M2,"['0.001', '0.002', '0.990', '0.006']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.99|k=start] -> M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M2[min0.25|k=final],4,56.0,M2,"['0.001', '0.002', '0.992', '0.005']",start,Reject,M2_b,Reject_M2_b
unstructured_text,none,false,non_compliant,start,insufficient,"[0.05, 0.709, 0.764, 0.727]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_accept,M3[hig0.52|k=start] -> M2[hig0.35|k=start] -> M1[min0.36|k=start] -> M1[min0.36|k=start] -> M1[min0.54|k=evidence] -> M1[min0.98|k=evidence] -> M1[min0.25|k=final],6,69.69,M1,"['0.978', '0.006', '0.015', '0.001']",evidence,Accept,M1_a,Accept_M1_a
multimodal,categorisation,false,adequacy,start,insufficient,"[0.04, 0.898, 0.702, 0.839]",M4,"['0.004', '0.004', '0.016', '0.976']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M4[ban0.98|k=start] -> M2[ban0.50|k=start] -> M1[ban0.29|k=start] -> M1[ban0.29|k=start] -> M1[lim0.45|k=evidence] -> M2[hig0.90|k=evidence] -> M2[min0.25|k=final],6,-60.0,M2,"['0.001', '0.099', '0.899', '0.001']",evidence,Reject,M2_c,Reject_M2_c
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.184, 0.779, 0.821, 0.949]",M3,"['0.001', '0.001', '0.995', '0.004']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.001', '0.001', '0.995', '0.004']",start,Reject,M3_d,Reject_M3_d
structured,none,false,inadequate_SCC,start,insufficient,"[0.158, 0.822, 0.977, 0.79]",M3,"['0.174', '0.192', '0.317', '0.317']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.32|k=start] -> M2[ban0.35|k=start] -> M3[hig0.39|k=start] -> M3[hig0.39|k=start] -> M4[ban0.82|k=evidence] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],6,-36.06,M2,"['0.001', '0.004', '0.995', '0.000']",evidence,Reject,M2_b,Reject_M2_b
image,verification,high-risk,adequacy,start,suboptimal,"[0.041, 0.969, 0.822, 0.877]",M2,"['0.029', '0.167', '0.789', '0.014']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.79|k=start] -> M2[hig0.79|k=start] -> M1[hig0.73|k=start] -> M1[hig0.73|k=start] -> M2[hig0.91|k=evidence] -> M2[min0.25|k=final],5,-74.52,M2,"['0.047', '0.046', '0.906', '0.001']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.142, 0.947, 0.783, 0.722]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.59|k=evidence] -> M2[hig0.90|k=evidence] -> M2[min0.25|k=final],6,-60.02,M2,"['0.018', '0.074', '0.905', '0.003']",evidence,Reject,M2_b,Reject_M2_b
image,none,false,EU_only,start,insufficient,"[0.154, 0.827, 0.813, 0.826]",M1,"['0.215', '0.237', '0.194', '0.354']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M1[ban0.35|k=start] -> M1[ban0.35|k=start] -> M1[ban0.35|k=start] -> M1[ban0.35|k=start] -> M1[ban0.41|k=evidence] -> M1[ban0.80|k=evidence] -> M2[hig0.78|k=proposed] -> M2[hig0.65|k=proposed] -> M2[hig0.66|k=proposed] -> M2[min0.25|k=final],9,-105.15,M2,"['0.014', '0.327', '0.658', '0.000']",proposed,Reject,M2_c,Reject_M2_c
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.045, 0.857, 0.783, 0.79]",M2,"['0.047', '0.081', '0.768', '0.104']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.77|k=start] -> M2[hig0.77|k=start] -> M3[hig0.86|k=start] -> M3[hig0.86|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.027', '0.049', '0.858', '0.066']",start,Reject,M3_c,Reject_M3_c
image,remote_id,high-risk,EU_only,start,insufficient,"[0.017, 0.712, 0.799, 0.961]",M2,"['0.004', '0.006', '0.973', '0.016']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M3[hig0.98|k=start] -> M3[hig0.98|k=start] -> M3[hig0.98|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.003', '0.004', '0.984', '0.010']",start,Reject,M3_d,Reject_M3_d
image,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.078, 0.978, 0.909, 0.977]",M3,"['0.002', '0.006', '0.991', '0.001']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M2[min0.25|k=final],4,56.0,M2,"['0.003', '0.008', '0.987', '0.002']",start,Reject,M2_c,Reject_M2_c
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.163, 0.721, 0.723, 0.982]",M3,"['0.008', '0.017', '0.947', '0.029']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.95|k=start] -> M2[hig0.87|k=start] -> M2[hig0.87|k=start] -> M3[hig0.91|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.016', '0.035', '0.906', '0.043']",start,Reject,M3_d,Reject_M3_d
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.127, 0.931, 0.745, 0.867]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.004', '0.004', '0.979', '0.013']",start,Reject,M2_d,Reject_M2_d
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.174, 0.853, 0.782, 0.922]",M3,"['0.015', '0.069', '0.881', '0.036']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.88|k=start] -> M2[hig0.84|k=start] -> M3[hig0.89|k=start] -> M3[hig0.89|k=start] -> M3[min0.25|k=final],4,46.0,M3,"['0.014', '0.056', '0.895', '0.036']",start,Reject,M3_c,Reject_M3_c
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.109, 0.93, 0.758, 0.977]",M3,"['0.002', '0.004', '0.988', '0.007']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.73|k=evidence] -> M1[hig0.70|k=evidence] -> M2[hig1.00|k=proposed] -> M2[min0.25|k=final],7,-23.93,M2,"['0.000', '0.003', '0.996', '0.001']",proposed,Reject,M2_b,Reject_M2_b
image,remote_id,high-risk,adequacy,start,insufficient,"[0.125, 0.756, 0.863, 0.727]",M2,"['0.004', '0.007', '0.976', '0.013']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],5,-74.84,M2,"['0.004', '0.010', '0.986', '0.000']",evidence,Reject,M2_b,Reject_M2_b
image,categorisation,false,EU_only,start,insufficient,"[0.039, 0.821, 0.893, 0.73]",M4,"['0.004', '0.004', '0.006', '0.986']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M4[ban0.99|k=start] -> M4[ban0.99|k=start] -> M4[ban0.99|k=start] -> M4[ban0.99|k=start] -> M4[min0.25|k=final],4,31.0,M4,"['0.004', '0.004', '0.006', '0.986']",start,Reject,M4_d,Reject_M4_d
unstructured_text,none,false,EU_only,start,insufficient,"[0.094, 0.966, 0.921, 0.754]",M1,"['0.251', '0.168', '0.168', '0.413']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[min0.95|k=evidence] -> M1[min0.25|k=final],5,-49.7,M1,"['0.950', '0.014', '0.024', '0.011']",evidence,Reject,M1_b,Reject_M1_b
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.185, 0.875, 0.86, 0.887]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M2[min0.25|k=final],4,-74.0,M2,"['0.001', '0.002', '0.992', '0.005']",start,Reject,M2_c,Reject_M2_c
video,remote_id,high-risk,adequacy,start,suboptimal,"[0.02, 0.808, 0.877, 0.855]",M2,"['0.001', '0.003', '0.994', '0.001']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M2[hig0.99|k=start] -> M1[hig0.84|k=start] -> M1[hig0.84|k=start] -> M1[hig0.84|k=start] -> M1[hig0.62|k=evidence] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],6,-35.39,M2,"['0.000', '0.001', '0.999', '0.000']",evidence,Reject,M2_a,Reject_M2_a
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.173, 0.927, 0.929, 0.796]",M2,"['0.047', '0.081', '0.768', '0.104']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.77|k=start] -> M3[hig0.86|k=start] -> M3[hig0.86|k=start] -> M3[hig0.86|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.027', '0.049', '0.858', '0.066']",start,Reject,M3_c,Reject_M3_c
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.041, 0.84, 0.778, 0.981]",M3,"['0.000', '0.000', '0.998', '0.002']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.000', '0.000', '0.998', '0.002']",start,Reject,M3_c,Reject_M3_c
unstructured_text,none,false,EU_only,start,insufficient,"[0.134, 0.844, 0.726, 0.785]",M1,"['0.251', '0.168', '0.168', '0.413']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[min0.65|k=evidence] -> M1[min0.86|k=evidence] -> M1[min0.25|k=final],6,-49.83,M1,"['0.858', '0.128', '0.000', '0.014']",evidence,Reject,M1_b,Reject_M1_b
structured,remote_id,high-risk,non_compliant,start,insufficient,"[0.153, 0.822, 0.705, 0.801]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.001', '0.001', '0.993', '0.005']",start,Reject,M3_d,Reject_M3_d
image,none,false,inadequate_SCC,start,insufficient,"[0.118, 0.825, 0.937, 0.706]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.35|k=start] -> M2[ban0.29|k=start] -> M2[ban0.29|k=start] -> M3[hig0.42|k=start] -> M4[ban0.52|k=evidence] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],6,54.63,M2,"['0.000', '0.003', '0.992', '0.005']",evidence,Reject,M2_b,Reject_M2_b
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.152, 0.978, 0.81, 0.94]",M3,"['0.020', '0.056', '0.876', '0.048']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.88|k=start] -> M2[hig0.83|k=start] -> M3[hig0.89|k=start] -> M3[hig0.89|k=start] -> M3[min0.25|k=final],4,46.0,M3,"['0.019', '0.045', '0.888', '0.048']",start,Reject,M3_b,Reject_M3_b
video,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.117, 0.869, 0.903, 0.865]",M3,"['0.001', '0.002', '0.997', '0.001']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_accept,M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M2[hig1.00|k=start] -> M1[hig0.84|k=start] -> M1[hig0.78|k=evidence] -> M1[min0.69|k=evidence] -> M1[min0.91|k=proposed] -> M1[min0.25|k=final],7,66.27,M1,"['0.906', '0.000', '0.094', '0.000']",proposed,Accept,M1_a,Accept_M1_a
structured,verification,high-risk,inadequate_SCC,start,suboptimal,"[0.071, 0.853, 0.985, 0.83]",M3,"['0.020', '0.084', '0.885', '0.011']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3[hig0.88|k=start] -> M2[hig0.84|k=start] -> M1[hig0.76|k=start] -> M1[hig0.76|k=start] -> M1[min0.70|k=evidence] -> M1[min0.84|k=evidence] -> M2[hig0.71|k=proposed] -> M3[hig1.00|k=proposed] -> M3[min0.25|k=final],8,61.39,M3,"['0.000', '0.000', '1.000', '0.000']",proposed,Reject,M3_d,Reject_M3_d
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.042, 0.93, 0.983, 0.733]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_accept,M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.91|k=evidence] -> M1[min0.25|k=final],5,70.47,M1,"['0.086', '0.001', '0.908', '0.006']",evidence,Accept,M1_b,Accept_M1_b
multimodal,categorisation,false,EU_only,start,suboptimal,"[0.023, 0.983, 0.981, 0.831]",M4,"['0.015', '0.020', '0.055', '0.909']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.91|k=start] -> M4[ban0.91|k=start] -> M2[hig0.48|k=start] -> M3[hig0.73|k=start] -> M4[ban1.00|k=evidence] -> M4[min0.25|k=final],5,-44.89,M4,"['0.000', '0.000', '0.003', '0.997']",evidence,Reject,M4_d,Reject_M4_d
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.192, 0.937, 0.783, 0.917]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.001', '0.001', '0.993', '0.005']",start,Reject,M3_c,Reject_M3_c
multimodal,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.135, 0.918, 0.967, 0.845]",M3,"['0.001', '0.002', '0.997', '0.001']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.001', '0.002', '0.997', '0.001']",start,Reject,M3_d,Reject_M3_d
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.074, 0.835, 0.706, 0.796]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M3[hig0.98|k=start] -> M2[hig0.98|k=start] -> M3[hig0.98|k=start] -> M3[min0.25|k=final],4,46.0,M3,"['0.002', '0.003', '0.985', '0.010']",start,Reject,M3_c,Reject_M3_c
image,none,false,EU_only,start,insufficient,"[0.011, 0.757, 0.722, 0.883]",M1,"['0.215', '0.237', '0.194', '0.354']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M1[ban0.35|k=start] -> M1[ban0.35|k=start] -> M1[ban0.35|k=start] -> M1[ban0.35|k=start] -> M1[min0.49|k=evidence] -> M2[hig0.86|k=evidence] -> M2[min0.25|k=final],6,-49.84,M2,"['0.023', '0.095', '0.860', '0.022']",evidence,Reject,M2_c,Reject_M2_c
structured,none,false,inadequate_SCC,start,insufficient,"[0.146, 0.76, 0.775, 0.845]",M3,"['0.174', '0.192', '0.317', '0.317']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_accept,M3[hig0.32|k=start] -> M2[ban0.35|k=start] -> M1[min0.38|k=start] -> M1[min0.38|k=start] -> M1[min0.64|k=evidence] -> M1[min0.86|k=evidence] -> M1[min0.25|k=final],6,70.18,M1,"['0.856', '0.138', '0.001', '0.005']",evidence,Accept,M1_a,Accept_M1_a
unstructured_text,none,false,adequacy,start,suboptimal,"[0.1, 0.964, 0.815, 0.983]",M1,"['0.283', '0.382', '0.232', '0.104']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M1[lim0.38|k=start] -> M1[lim0.38|k=start] -> M1[lim0.38|k=start] -> M1[lim0.38|k=start] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],5,-49.88,M2,"['0.001', '0.005', '0.994', '0.001']",evidence,Reject,M2_c,Reject_M2_c
image,remote_id,high-risk,adequacy,start,suboptimal,"[0.098, 0.973, 0.952, 0.984]",M2,"['0.004', '0.010', '0.983', '0.003']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.002', '0.006', '0.990', '0.002']",start,Reject,M3_d,Reject_M3_d
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.1, 0.973, 0.792, 0.788]",M3,"['0.002', '0.004', '0.988', '0.007']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M2[hig0.97|k=evidence] -> M2[min0.25|k=final],5,-59.8,M2,"['0.000', '0.024', '0.974', '0.001']",evidence,Reject,M2_d,Reject_M2_d
image,categorisation,false,inadequate_SCC,start,insufficient,"[0.064, 0.843, 0.711, 0.9]",M4,"['0.004', '0.007', '0.015', '0.975']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.98|k=start] -> M2[ban0.50|k=start] -> M2[ban0.50|k=start] -> M3[hig0.67|k=start] -> M3[hig0.97|k=evidence] -> M3[min0.25|k=final],5,-84.8,M3,"['0.021', '0.001', '0.974', '0.004']",evidence,Reject,M3_d,Reject_M3_d
unstructured_text,categorisation,false,EU_only,start,insufficient,"[0.097, 0.911, 0.74, 0.962]",M4,"['0.004', '0.003', '0.004', '0.989']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.99|k=start] -> M2[ban0.52|k=start] -> M2[ban0.52|k=start] -> M3[hig0.67|k=start] -> M4[ban0.97|k=evidence] -> M4[min0.25|k=final],5,45.21,M4,"['0.004', '0.001', '0.023', '0.972']",evidence,Reject,M4_d,Reject_M4_d
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.169, 0.926, 0.799, 0.894]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_accept,M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[min0.68|k=evidence] -> M1[min0.89|k=evidence] -> M1[min0.25|k=final],6,69.91,M1,"['0.895', '0.095', '0.003', '0.007']",evidence,Accept,M1_b,Accept_M1_b
video,none,false,EU_only,start,insufficient,"[0.066, 0.934, 0.737, 0.843]",M2,"['0.168', '0.152', '0.374', '0.306']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.37|k=start] -> M3[hig0.57|k=start] -> M3[hig0.57|k=start] -> M2[hig0.49|k=start] -> M4[ban0.99|k=evidence] -> M4[min0.25|k=final],5,45.13,M4,"['0.003', '0.001', '0.003', '0.992']",evidence,Reject,M4_d,Reject_M4_d
multimodal,remote_id,high-risk,non_compliant,start,suboptimal,"[0.093, 0.836, 0.895, 0.866]",M3,"['0.000', '0.001', '0.999', '0.000']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M2[hig1.00|k=start] -> M2[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.001', '0.001', '0.998', '0.001']",start,Reject,M3_c,Reject_M3_c
structured,remote_id,high-risk,non_compliant,start,insufficient,"[0.078, 0.798, 0.811, 0.737]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.003', '0.003', '0.983', '0.011']",start,Reject,M2_c,Reject_M2_c
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.144, 0.764, 0.978, 0.767]",M2,"['0.047', '0.081', '0.768', '0.104']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_accept,M2[hig0.77|k=start] -> M3[hig0.86|k=start] -> M2[hig0.82|k=start] -> M1[hig0.75|k=start] -> M1[min0.70|k=evidence] -> M1[min0.98|k=evidence] -> M1[min0.25|k=final],6,69.48,M1,"['0.979', '0.000', '0.009', '0.012']",evidence,Accept,M1_a,Accept_M1_a
